channel,watch_time_min,stream_time_min,peak_viewers,avg_viewers,followers,followers_gained,views_gained,partnered,mature,language,avg_to_peak_ratio,watch_per_follower,views_per_follower,follower_growth_rate,viewers_per_stream_hr,stickiness,avg_to_peak_ratio_scaled,watch_per_follower_scaled,views_per_follower_scaled,follower_growth_rate_scaled,viewers_per_stream_hr_scaled,stickiness_scaled,engagement_efficiency_score
Nattank,241616550,144480,8770,1537,86544,67207,8232442,True,True,Portuguese,0.17525655644241733,2791.8347892401553,95.12435293030136,0.7765645220928082,0.6382890365448505,1.0880405425852233,0.36279460557889903,0.5013753022842983,0.15392089324874322,0.7783133628568399,0.006066137505677502,0.29481704271718767,0.3495478906986076
bmkibler,241615470,103230,15034,2247,475075,23971,5087052,True,False,English,0.1494612212318744,508.5838446561069,10.7078924380361,0.050457296216386886,1.3060156931124673,1.0416354163716237,0.30435932572169355,0.07376331509205522,0.013171751290736836,0.034664873890649615,0.013011716251303727,0.23777371374595266,0.1127907826653986
Arteezy,240834885,12285,31009,19681,634982,99726,3776042,True,True,English,0.6346867038601697,379.27828662859736,5.94669140227597,0.15705327080137704,96.12210012210012,0.9960865425018669,1.0,0.04954670116518868,0.005233311837518927,0.14383598885142757,0.9992724477588687,0.18178292978682237,0.3966118965666377
선바 (sunbaking),240663180,86235,8260,2762,251416,98720,3298202,True,False,Korean,0.33438256658595644,957.2309638209183,13.118504788875807,0.39265599643618543,1.921725517481301,1.0104211052540826,0.7232695852371501,0.15778688097700871,0.017191010307231015,0.3851303936869746,0.019416224784169787,0.19940363778726342,0.250366288796633
flamuu,239018790,126915,5242,1851,117425,36301,3225407,True,True,English,0.35310950019076687,2035.5017245050033,27.467804981903342,0.3091420055354482,0.875073868337076,1.0174490500827165,0.765692511596996,0.3597276723740799,0.0411158666455459,0.2995988758510134,0.008529132922749372,0.20804271285423231,0.2804511287074362
Mixwell,238993935,52905,23552,4219,331208,271798,6539837,True,False,Spanish,0.17913552989130435,721.5826157580735,19.7454077196203,0.8206263133740731,4.784802948681599,1.0707316389672787,0.3715818105985004,0.11365416808675763,0.028240169391871236,0.8234395967514369,0.04919746768893498,0.2735401372592632,0.27660889162946073
AntoineDanielLive,238217145,54870,16671,3964,416920,272263,6778234,True,False,French,0.2377781776738048,571.3737527583229,16.257876810898974,0.653034155233618,4.334609075997813,1.09522767510106,0.5044275172647724,0.08552273971548321,0.022425343940861844,0.6517987553959435,0.04451462784306607,0.3036517986571592,0.26872346380288104
G4G_REVENANT,237767160,82110,14376,2947,284620,69353,6608568,True,False,Spanish,0.20499443516972732,835.3845829527089,23.218916450003512,0.2436687513175462,2.153452685421995,0.9825975624164774,0.43016109845857897,0.13496723726731136,0.03403161540292351,0.2325439219382856,0.02182661124486077,0.16520165113765858,0.1697886892416031
maxim,236707830,71685,21262,3173,312566,129119,5439874,True,True,German,0.14923337409462892,757.3051131601006,17.4039210918654,0.41309355464125974,2.655785729232057,1.040672940965131,0.3038431738236495,0.12034435172066096,0.024336164985137736,0.4060616814303481,0.02705179385213861,0.2365905944287769,0.18637129337345196
양띵 (yd0821),236218920,28275,38412,8075,279864,56233,1901665,True,False,Korean,0.21022076434447567,844.0489666409399,6.794961123974502,0.20092973730097477,17.135278514588858,1.0345929983329365,0.442000526225638,0.136589921070644,0.006647647795006325,0.18877242089728452,0.17766500713073485,0.2291168475393036,0.19679872844310187
c9judite,235689105,364425,8210,644,105341,84754,7982996,True,False,Portuguese,0.07844092570036541,2237.3919461558175,75.78242089974464,0.8045680219477697,0.10603004733484256,1.0042584101475267,0.1434740024238219,0.39753809311629684,0.12167172855697819,0.8069933699009391,0.0005296703206937453,0.19182816772616348,0.2770058386741489
WOKE,235303170,51600,50598,3827,107484,105725,3460437,True,True,English,0.07563540060871972,2189.1925309813555,32.194903427486885,0.9836347735476908,4.45,1.1915701472402331,0.13711852603483035,0.38851120636381575,0.048997446212932186,0.9903860073872777,0.045714904545074,0.42208042455595746,0.3388014191833146
Amaz,235255500,84525,12652,2764,915023,-5405,4237993,True,False,English,0.2184634840341448,257.10337335782816,4.631569916821763,-0.005906955344291892,1.9620230700976042,1.0069700818098586,0.46067311287430657,0.026665529223630142,0.0030405852108774485,0.0,0.0198353930504051,0.19516148004136719,0.11756268340009775
ESL_SC2,234726075,278745,40072,1414,305311,36130,5674624,True,False,English,0.035286484328209224,768.8097546436256,18.586372584020882,0.11833835007582433,0.3043642038422214,0.5955316417090006,0.04571439441405111,0.12249896491303638,0.02630768845292276,0.10418579495168659,0.002592708374394481,0.0,0.050216591851015215
CooLifeGame,234307740,47010,15459,4415,395859,167356,5764214,True,False,Spanish,0.2855941522737564,591.8969633126947,14.56128065801207,0.42276669218080176,5.634971282705807,1.1289265217419584,0.6127470965447965,0.08936636928652825,0.019596577473094977,0.41596850215666714,0.05804077363295197,0.34507598067618406,0.2567992166283705
BruceGrannec,234104805,78270,11287,3011,463188,95268,5973378,True,False,French,0.26676707716842385,505.42070390424624,12.896227881551335,0.20567890359853883,2.3081640475277885,0.9933544424245379,0.5700973153462533,0.0731709155111505,0.016820403866253004,0.19363631732355938,0.023435892434670615,0.17842450591838896,0.17593089173337928
CuteDog_,234058290,207090,7016,1104,113658,22074,3489772,True,True,English,0.1573546180159635,2059.3208573087686,30.70414753031023,0.19421422161220503,0.31986093003042154,1.0237545060223763,0.3222405762011869,0.3641885691211387,0.04651188104977687,0.18189467210673288,0.0027539026759561902,0.21579367113897094,0.18889721204896046
大丸 (wtf_winds123),233395950,92775,11975,2410,259338,32952,9883708,True,False,Chinese,0.2012526096033403,899.9681882331166,38.11129876840263,0.12706198088980403,1.5586095392077608,1.04386734067497,0.4216845804228953,0.14706258923004784,0.05886196271673107,0.11312017081509247,0.015639154337621603,0.24051729840271324,0.16614762598751695
theRealShooKon3,233210205,166260,6148,1333,126282,37207,2944974,True,True,English,0.216818477553676,1846.7414595904404,23.32061576471706,0.2946342313235457,0.4810537712017322,1.0522759027902049,0.4569466090987781,0.3243762572462281,0.0342011805706666,0.2847406235344608,0.004430603105053386,0.2508534921392976,0.22592479428241408
Albralelie,232815960,128580,18730,1668,240030,216977,5392597,True,False,English,0.08905499199145755,969.9452568428947,22.466345873432488,0.9039578386035079,0.7783481101259916,1.0855336262954172,0.16751850229484513,0.16016804022617842,0.03277684041831113,0.9087842409192721,0.007523008090413195,0.2917354251828548,0.2614176761886458
룩삼 (looksam),232224165,75030,32222,3302,285474,14351,7901792,True,False,Korean,0.10247656880392278,813.4687046806364,27.67955050197216,0.05027077772406594,2.640543782487005,0.9373362102766404,0.19792297623402597,0.1308627859886581,0.041468913907766386,0.03447384949365191,0.02689324972287083,0.10956430219669197,0.09019767959061087
GTimeTV,232140015,187335,14110,1022,665021,155419,5838039,True,True,German,0.07243090007087172,349.0717060062765,8.77872879202311,0.23370540178430455,0.3273280486828409,1.2124956458748277,0.12985923344555708,0.04388954990162206,0.009955220695998307,0.2223398782910211,0.0028315743700441753,0.4478030159999711,0.1427797454507023
WagamamaTV,231985905,178470,7377,1268,312799,20933,3880798,True,False,English,0.1718855903483801,741.6452897867321,12.406682885814853,0.06692156944235755,0.4262901327954278,1.0251257004199206,0.3551582114213342,0.11741154741912346,0.016004176347378784,0.051526890229409164,0.003860961082817495,0.2174792067572258,0.12690683220954815
sleepy,231452460,107280,8855,2103,317125,254462,3295029,True,False,English,0.23749294184076794,729.8461489948759,10.390316121403233,0.802402837997635,1.1761744966442953,1.0258970087474908,0.5037813602913209,0.11520177978357965,0.012642250363884357,0.8047758795421177,0.011661130280793365,0.2184273346529527,0.27774828915244143
FifaTargrean,231025755,170820,6721,1353,396862,66121,7798628,True,False,Thai,0.20130932896890344,582.1312068174832,19.650729976666952,0.16660955193492952,0.47523709167544786,0.9995945603195854,0.4218130692358126,0.08753741809250445,0.02808231142192679,0.15362313016037785,0.0043700989971366035,0.18609514765456356,0.14692019592705363
GrandPOObear,231011760,101175,13295,2230,253619,44926,3877237,True,True,English,0.16773223016171493,910.8614102255746,15.287644064521979,0.17713972533603556,1.3224610822831728,1.0238963922786186,0.3457494263493589,0.14910269450808145,0.02080765675336558,0.16440769097897134,0.013182778383336547,0.2159680842922522,0.15153638854422768
Pun1shers_TV,230552955,123345,6289,1961,82289,51159,4148542,True,False,Greek,0.31181427889966606,2801.746952812648,50.41429595693228,0.6216991335415426,0.9539097652924723,0.9531726008497329,0.6721446746251223,0.5032316729003543,0.07937497981907661,0.6197067437720286,0.009349170470898883,0.1290311264656267,0.3354730613421845
gamelifeow,229805670,99600,37939,1659,234471,169229,8373012,True,False,Russian,0.04372808982840876,980.1027419169109,35.71022429212994,0.7217481053093986,0.9993975903614458,1.3907690436247704,0.06483752562448297,0.16207035516342982,0.0548586063767242,0.7221726937396574,0.009822327065556765,0.6669449277762948,0.28011773929102435
Sh4dowehhh,229762950,112875,11788,2012,84234,70619,6477747,True,False,Russian,0.17068204954190702,2727.6746919296247,76.90180924567277,0.8383669302182016,1.069501661129568,1.011705844666222,0.35243177878257254,0.4893592657752663,0.12353810566268036,0.8416087905554793,0.010551537647641171,0.20098289893594873,0.33641206289326475
LuluLuvely,229749045,107070,10110,2178,431852,360592,6019198,True,False,English,0.21543026706231455,532.0087553143206,13.938103794818595,0.8349897650120874,1.2205099467637994,0.985208242798859,0.45380183629775395,0.07815038109551825,0.018557543044606946,0.8381500399563723,0.012122300067859693,0.16841082029723511,0.26153215345989106
Swifty,229431480,122160,19884,1572,615027,71011,8647522,True,False,English,0.07905853952926976,373.0429395782624,14.06039409651934,0.11545997167604023,0.7721021611001965,1.1947345990991667,0.14487310953528737,0.048378932396998045,0.018761439949710454,0.10123788082634684,0.007458038794409907,0.42597031524544515,0.12444661945803297
Mibrtv,228640020,82620,151094,3310,250709,242229,6671227,True,False,Portuguese,0.021906892398109785,911.973722522925,26.609443617899636,0.9661759250764831,2.403776325344953,0.8360631172016754,0.015405030630671404,0.14931101066928862,0.039684704704273856,0.9725053889028212,0.02443043503394538,0.0,0.20022276165683342
PsheroTV,228376905,184215,10739,1166,202779,59927,5384623,True,True,English,0.10857621752490922,1126.2354829642122,26.554145153097707,0.2955286296904512,0.3797736340688869,1.0632334765817535,0.21174077224761712,0.1894383989351011,0.039592504540619994,0.2856566287336657,0.0033771044002989426,0.2643230490076659,0.16568807631082813
bytarifaaa,228077640,15390,121009,13435,638657,629175,3651549,True,False,Spanish,0.11102479980827873,357.12070798566367,5.717543219599879,0.9851532199600098,52.37816764132553,1.1030785001207895,0.21728765077484838,0.04539698373822432,0.0048512487907526915,0.9919411363542621,0.5442555262383634,0.3133023961414688,0.3528391570063199
Alderiate,227675805,69030,11480,3337,319860,80730,5471250,True,False,French,0.2906794425087108,711.7983023822923,17.10513974864003,0.25239167135621837,2.900478053020426,0.9883773872208628,0.6242670227488655,0.11182174152153325,0.0238380012686445,0.24147756985550858,0.0295970416516778,0.1723064793024408,0.20055130939144505
Solaaaa,227479455,96375,16718,2227,309594,107558,5135340,True,False,German,0.13320971408063165,734.7670012984747,16.58733696389465,0.34741629359742116,1.3864591439688716,1.0598821327919292,0.2675440891398441,0.11612336724080273,0.02297465901013964,0.338797792304693,0.01384847530083029,0.26020342210656233,0.16991530085047868
Strippin,227458650,121575,9127,1816,293665,19904,3115313,True,False,English,0.19897008874767175,774.5514446733523,10.608390512999506,0.06777791020380365,0.8962368908081432,1.0302493158353874,0.4165138879743481,0.12357428056735689,0.013005849871861857,0.05240391842937082,0.008749267071390133,0.2237773919689473,0.13967076598054584
Mendo,226473345,99480,25321,1959,518090,176007,5487693,True,True,English,0.0773666126930216,437.1312802794881,10.592161593545523,0.3397228280800633,1.1815440289505428,1.1621090466751764,0.14104031506422854,0.06038153017895019,0.01297879109120778,0.33091846842110123,0.011716983239625254,0.38586547615453154,0.15715026069160742
Pikabooirl,225939795,103740,21309,2146,237214,78399,5574448,True,False,English,0.10070862077056643,952.4724299577597,23.49965853617409,0.3304990430581669,1.2411798727588201,1.0148848490500033,0.19391796768271433,0.15689569285501384,0.034499701929053446,0.3214718556487204,0.012337305111094994,0.20489067826253302,0.15400220024818834
Skadoodle,225401640,89955,30357,2318,611890,219104,5373229,True,True,English,0.07635800639061831,368.3695435454085,8.781364297504453,0.35807743221820915,1.5461063865265967,1.0809816757674207,0.13875547592313497,0.047503689064991424,0.009959614923533573,0.3497164821943835,0.015509098676878606,0.28613995690992944,0.1412640529488086
MasterSnakou,225243465,124275,12948,1786,448316,73137,6565757,True,False,French,0.1379363608279271,502.4212051320943,14.645377367749534,0.16313716218024787,0.8622812311406156,1.0148152228051477,0.2782515648601624,0.07260916314066183,0.01973679348864474,0.1500668545826849,0.008396066093473783,0.20480509045975345,0.12231092210423018
루시아 (lucia94),224762820,141705,8886,1603,82578,37026,5801449,True,False,Korean,0.1803961287418411,2721.8244568771343,70.25417181331589,0.448376080796338,0.6787339896263364,0.9894771638944947,0.37443749927312087,0.48826362158325526,0.11245437555606348,0.4421965611383205,0.006486839006400308,0.17365837569207915,0.2662495453748733
Otzdarva,222546390,91905,14940,2387,262104,146762,3176930,True,False,English,0.15977242302543507,849.0766642248878,12.120875682935019,0.5599380398620395,1.5583482944344704,1.0144461434204874,0.3277177336490528,0.13753151873426187,0.015527644657514337,0.5564536285916564,0.015636436914066732,0.20435140099754256,0.2095363939240158
꽃핀 (cherrypach),222377040,94125,10985,2369,240835,90457,6606649,True,False,Korean,0.2156577150659991,923.3584819482218,27.432262752506904,0.37559740071002967,1.5101195219123507,0.9972863968356208,0.4543170840214136,0.15144317210038513,0.04105660642234238,0.36765969723394154,0.015134769451696438,0.18325784626830857,0.2021448625830146
Opat04,222161730,116775,9497,1814,178477,109720,6632006,True,False,Czech,0.19100768663788564,1244.7639191604521,37.158883217445386,0.614757083545779,0.9320488118175979,1.0487744290995815,0.3984763167691952,0.21163665106366705,0.057273982472084636,0.6125969880696993,0.009121776563046358,0.24654931861547214,0.25594250559219406
icebergdoto,221837100,52380,16441,3746,171113,84551,6944929,True,False,Russian,0.22784502159236056,1296.4362731060762,40.5867993665005,0.49412376616621767,4.290950744558992,1.1305789940732505,0.4819255125128722,0.22131395701464063,0.06298941112036002,0.4890494168690273,0.044060501328977625,0.34710727614935816,0.27440767916587266
P4wnyhof,221823735,181830,7196,1205,489174,6719,6891131,True,False,German,0.16745414118954974,453.4659139692625,14.08727978183632,0.013735398856030779,0.3976241544299621,1.012407672754383,0.34511945946654693,0.06344071436048318,0.018806266955216856,0.0,0.0035627824672126857,0.20184561850554852,0.1054624736258347
Mazarin1k,220905615,202410,9605,780,205378,68292,9980766,True,False,Czech,0.08120770432066632,1075.6050550691896,48.59705518604719,0.33251857550467917,0.23121387283236994,1.399201259439143,0.14974170476847437,0.17995622706260533,0.07634506032539423,0.3235401758619703,0.0018318111130671616,0.6773101977346543,0.2347875294776943
김뚜띠_ (kimdduddi),219998175,90750,7244,2318,149158,67954,3549865,True,False,Korean,0.31998895637769187,1474.9337950361362,23.799360409766823,0.45558401158503065,1.5325619834710744,1.045824984490762,0.6906631223317291,0.25474334428477663,0.03499940046302893,0.44957862076885835,0.01536821210741288,0.24292372478928803,0.28137940412418233
옥냥이 (rooftopcat99),218888325,92805,8794,2256,214028,59213,5969221,True,False,Korean,0.2565385490106891,1022.7088278169211,27.889906928065486,0.27666006316930497,1.4585421044124778,1.045471329727053,0.5469261915540631,0.17004971157250198,0.04181964510764537,0.2663322362991019,0.01459826995565583,0.24248899598506835,0.2137025084123394
KingGothalion,218707740,34875,41994,5792,1015521,44907,3349456,True,False,English,0.13792446539981904,215.365058920495,3.2982636498900564,0.04422065127161329,9.964731182795699,1.0827330244163251,0.27822461763637785,0.01884869085948172,0.0008175387582834659,0.028277564380264915,0.10307819731514369,0.28829279572913535,0.11958990077978116
ItsSlikeR,218576850,95655,12762,2317,283503,154360,5243404,True,True,English,0.1815546152640652,770.9860213119438,18.495056489702048,0.5444739561838852,1.4533479692645443,0.9862123869979708,0.3770618685082722,0.12290654066238937,0.026155435422561345,0.5406159643312219,0.014544241448136236,0.1696451608229097,0.20848820186591513
Alinity,218509065,90150,17341,2441,1203324,255987,13908506,True,False,English,0.14076466178421082,181.58788904733888,11.558404885134843,0.21273322895579244,1.6246256239600665,0.9929695898069651,0.2846586363927429,0.012522832212428144,0.014589826586190865,0.20086106073010737,0.0163258423867135,0.17795142726822882,0.11781827092940193
TidesofTime,218415420,88485,12457,2104,251700,27110,2240586,True,False,English,0.16890101950710443,867.760905840286,8.90181168057211,0.10770758839888757,1.4266824885573826,1.1731887920682567,0.34839713501197167,0.14103074237645155,0.010160439095963938,0.09329821585058125,0.014266871667822823,0.39948521201013143,0.16777310266882042
GernaderJake,218318010,146295,21162,1347,295771,70693,8847646,True,False,English,0.06365182874964559,738.1318993410442,29.913838746868354,0.23901261448891203,0.5524454014149492,1.107879394617962,0.10997162642843478,0.1167535523468663,0.04519418444768453,0.22777530238233185,0.005173206660785948,0.31920387786350635,0.13734529168826828
スタンミ (sutanmi),217833015,80190,7854,2683,53124,16505,3473483,True,False,Japanese,0.3416093710211357,4100.463349898351,65.38444017769746,0.31068820118966944,2.007482229704452,1.0124715215823843,0.7396407754619003,0.7464579817186073,0.1043349810057334,0.301182424424738,0.020308251471817213,0.20192410444012707,0.3523080864204873
DarioMocciaTwitch,217475940,103995,8160,1749,114376,96707,4356099,True,False,Italian,0.21433823529411763,1901.4123592362034,38.08577848499685,0.8455182905504651,1.0090869753353526,1.1956634344720856,0.45132800986880084,0.3346151370743809,0.058819412271344684,0.8489329131032497,0.0099231143947296,0.42711208267634604,0.3551217782314753
bebe872,217343400,212205,4965,1087,70232,51251,2383295,True,False,English,0.218932527693857,3094.6491627748037,33.934602460416905,0.7297385807039526,0.30734431328196793,0.9422394857934389,0.461735657605624,0.5580870081634409,0.05189807891800171,0.7303562026506305,0.002623706964282659,0.11559163540668911,0.3200487149514448
Lasqa,216969405,72210,10010,2863,135446,25351,5298356,True,True,Russian,0.28601398601398603,1601.8886124359524,39.11784770314369,0.18716684139804793,2.3788948899044455,1.0494936253136409,0.6136981639336704,0.2785197066161863,0.060540200563679536,0.17467704162371095,0.02417162258807928,0.247433387889298,0.23317335386910407
六希夫 (qttsix),216951540,154035,9671,1412,118305,23620,8174656,True,False,Chinese,0.14600351566539138,1833.83238240142,69.0981446261781,0.199653438147162,0.550004869023274,0.9974901771248597,0.29652643691477965,0.32195861841300705,0.11052690982579065,0.1874652889705142,0.005147820659282328,0.18350834243167208,0.18418890286917433
Flight23white,216792240,31455,74388,7522,828896,704583,2016920,True,False,English,0.10111845996666129,261.54335405165426,2.4332606261822955,0.8500258174728796,14.348116356700048,0.9162641912447061,0.19484639400184456,0.027497058045324357,0.0,0.8535493326420885,0.14867342194532912,0.08366160109867225,0.21803796795554312
Heelmike,216316170,101400,18963,2115,308927,208795,3406743,True,True,English,0.1115329852871381,700.217753708805,11.027663493317192,0.6758716460523037,1.2514792899408285,1.0086503839858996,0.218438865148848,0.10965291227269722,0.013704911546347695,0.6751879532084236,0.012444437891205069,0.19722698524779195,0.20444267755255222
OGADotaPIT,216072855,18705,60846,10161,157820,48664,8333671,True,False,English,0.16699536534858495,1369.1094601444684,52.80491065771132,0.30835128627550373,32.593424218123495,1.1368575398789986,0.3440801748656806,0.23492434267934106,0.08336089637995488,0.2987890544335989,0.338458001074045,0.3548251552519755,0.2757396041140993
SoloRenektonOnly,215806260,122985,5118,1735,391603,74554,4581141,True,False,English,0.3389996092223525,551.0842868925928,11.698431830195377,0.19038158543218514,0.8464446883766313,1.0113754647101478,0.7337287700613964,0.0817228863360315,0.014823296128189452,0.1779694472880585,0.00823133707787458,0.20057678060253248,0.20284208624901381
OfficialAndyPyro,215726910,209625,9676,1027,255595,29422,10284627,True,True,Finnish,0.10613890037205456,844.018505839316,40.23798196365344,0.11511179796161897,0.293953488372093,1.002053256179748,0.20621941310398337,0.13658421630834236,0.06240782134670158,0.10088129594824623,0.002484417888482506,0.189117490404929,0.11628244250011417
k3soju,215233395,125865,7504,1647,76666,70939,2609837,True,False,English,0.21948294243070363,2807.4165210132264,34.04164818824511,0.9252993504291341,0.7851269217018234,1.0382718437230394,0.4629825357300074,0.5042934814284629,0.05207655826023226,0.9306413199508504,0.007593520131738199,0.23363905456565687,0.36520441167782464
SkyrrozTV,215122605,85890,17061,2185,597890,216436,6233611,True,False,French,0.1280698669480101,359.8029821539079,10.426016491327836,0.3619996989412768,1.5263709395738736,1.1462834027771671,0.2559005728541849,0.04589932562490918,0.012701774257745456,0.35373350284641053,0.015303813925188621,0.3664118621960115,0.17499180861740837
LeBouseuh,214699305,61455,24497,3678,988237,351530,4545514,True,False,French,0.15014083357145772,217.2548740838483,4.599619322085694,0.35571426692180114,3.5909201855015866,0.949864574179465,0.30589888072006116,0.019202619375024176,0.002987313387255303,0.3472962276655431,0.03677890290175413,0.12496474697278509,0.13952144850373716
BikeMan,214504440,136845,7223,1486,264192,11101,3531376,True,True,English,0.20573169043333794,811.9263263081396,13.366703003875969,0.04201868338178295,0.6515400635755783,1.0548447426077199,0.43183123444648724,0.1305739261581475,0.017604835828854044,0.026022401457119603,0.0062039724277928535,0.25401122893997824,0.1443745998763966
Rubini,214130175,161985,5521,1284,102528,43426,7976244,True,True,Portuguese,0.23256656402825576,2088.5043597846443,77.79576310861424,0.42355259051186017,0.47559959255486617,1.029527728279906,0.4926214252175244,0.36965411618093086,0.1250286116425015,0.4167733861814298,0.004373869669429815,0.22289038314756393,0.27189029867323006
JLWaliid,213819030,94875,19603,2239,272391,246417,4345817,True,False,French,0.11421721165127786,784.970979217375,15.954334027188857,0.9046444265779706,1.4159683794466402,1.0065618650336208,0.22451955832489512,0.12552567267454354,0.021919241385677617,0.9094874154526688,0.014155425333030052,0.1946596810859818,0.24837783237613278
qSnake,212541900,152955,5441,1389,200878,37641,6296155,True,False,Russian,0.25528395515530233,1058.0645964217088,31.34317844661934,0.18738239130218343,0.5448661370991468,1.0004114057459692,0.5440841062526597,0.17667121347428116,0.04757734923726842,0.17489779877195955,0.005094368446643167,0.18709925185980555,0.1892373480071029
Criken,212449905,113040,11050,1828,285509,32753,3593487,True,True,English,0.16542986425339368,744.1093100392632,12.586247718986092,0.11471792482898963,0.970276008492569,1.0281304007721361,0.3405337780513886,0.11787301425839754,0.016303568149016807,0.10047790764761245,0.00951940934005032,0.2211727235006667,0.13431340015785542
Loserfruit,212318190,99525,42374,1816,1869993,790345,10477877,True,False,English,0.042856468589229244,113.53956405184404,5.603163755158442,0.4226459671239411,1.094800301431801,1.1747330104339224,0.06286300462581333,0.0,0.004660541772431027,0.4158448606297474,0.010814689787290159,0.401383436698297,0.14926108891892984
Broxah,212141310,46605,13137,4269,317896,209200,5351294,True,False,English,0.32496003653802236,667.3292837909254,16.833473840501295,0.6580768553237537,5.495976826520759,1.0662684997183685,0.7019243235524362,0.103493491202203,0.02338504762374164,0.6569632767898915,0.056594977016711914,0.2680538399211599,0.3017358260176907
JonVlogs,212114490,81180,21617,2239,480299,261559,3260166,True,False,Portuguese,0.10357588934634779,441.63008875721164,6.787784276044714,0.5445753582664132,1.654841093865484,1.1669901665925588,0.20041331423603512,0.06122407639040358,0.006635681702348682,0.5407198160803338,0.016640138548922993,0.3918655746762697,0.20291643360571898
ImSoFresh,211617645,180060,5788,1119,111954,36095,3673955,True,False,French,0.19333102971665514,1890.2195991210676,32.81664790896261,0.322409203780124,0.3728757080973009,1.0502786679090288,0.40373948555161554,0.3325189336735448,0.05003409240461718,0.313186582426388,0.0033053533513541125,0.2483983985827076,0.2251971409983712
BeBePtv,211307910,110010,14353,1865,57205,24674,63847323,True,False,Russian,0.1299379920574096,3693.871339917839,1116.1143781138012,0.43132593304781053,1.0171802563403327,1.0299229926209488,0.26013251683494837,0.6703105841771038,1.0,0.4247345167487489,0.01000729932276516,0.22337626037011296,0.43142686290894655
TrilluXe,210899220,79170,27943,2095,412495,95629,7212835,True,False,German,0.07497405432487564,511.27703366101406,17.485872556030984,0.23183068885683464,1.5877226222053809,1.2715408038591316,0.13562034991641508,0.07426770113205856,0.024472804192660125,0.22041987613971947,0.01594198365931942,0.5203840570589676,0.16518446201652337
landonorris,209499930,30120,97550,6524,584831,457635,12694726,True,False,English,0.06687852383393132,358.22302511323784,21.70665713684808,0.7825081091802589,12.99601593625498,1.066141778685381,0.11728119727623063,0.04560342798324089,0.03151019719250075,0.7844005348324208,0.13460910408438032,0.26789806856221554,0.23021708832183152
LotharHS,208564530,152235,14561,898,251812,136198,6742783,True,False,Polish,0.061671588489801525,828.2549282798278,26.77705192762855,0.5408717614728448,0.35392649522120406,1.5256313446353125,0.10548570318595647,0.13363198070696838,0.039964161170960674,0.5369267479753402,0.003108246872371964,0.8327239101876722,0.27530679168321165
ElcanaldeJoaco,208060515,20445,48072,8673,810622,758797,4893535,True,True,Spanish,0.18041687468796805,256.6677378605565,6.036765594814846,0.9360676122779791,25.45267791636097,1.1733652113866675,0.3744844959551929,0.026583942501363943,0.005383494221836837,0.9416697209463374,0.26418117648780276,0.39970207480176934,0.33533415081905055
CzechCloud,207938580,145050,8212,978,180668,111145,9000160,True,False,Czech,0.11909400876765709,1150.943055770806,49.81601611796223,0.6151891867956694,0.4045501551189245,1.4658127195403319,0.23556717611999003,0.194065684574284,0.0783774566642942,0.6130395300489098,0.003634825544577201,0.7591920875568364,0.3139794600848153
chess24,207560115,82035,32856,1603,66198,49745,20337169,True,False,English,0.04878865351838325,3135.4438955859696,307.2172724251488,0.7514577479682165,1.1724264033644176,1.5783786502885258,0.07630143772507116,0.5657271305975246,0.5075473810236424,0.7526000605025873,0.011622143254043284,0.8975633396695112,0.46856024879539665
TheNo1Alex,206694345,176910,8554,1105,140855,30883,7225371,True,False,English,0.12917933130699089,1467.4263959390862,51.296517695502466,0.21925384260409642,0.37476683059182636,1.0573382278127463,0.258413890079159,0.25333734296278015,0.08084592460871075,0.20753919904616766,0.003325024484854863,0.2570763363632514,0.1767562862574873
Crystal_LoL,206487075,139725,7471,1466,167132,98846,5571500,True,False,Turkish,0.19622540489894258,1235.4730093578728,33.33592609434459,0.591424742120001,0.6295222758990875,1.0080562896763936,0.41029623786393243,0.20989663014615526,0.05089989462617232,0.5887009850731997,0.005974947157336155,0.19649669702529904,0.24371089864868248
WeAreTheVR,206446935,75975,20851,2688,410814,85526,9512134,True,True,Hungarian,0.1289146803510623,502.531401072018,23.154356959597287,0.2081866732876679,2.1228035538005923,1.0109006281436563,0.2578143649112192,0.07262980086555276,0.033923974158231014,0.1962046695910156,0.021507804207478467,0.19999308951751593,0.13034561720850216
AdzTV,206255820,137250,11247,1443,489577,167548,4236933,True,False,French,0.12830088023472927,421.2939333342865,8.654272974424861,0.3422301292748638,0.6308196721311475,1.0414238702763292,0.2564238971665067,0.057415478893543016,0.009747713185774746,0.33348634087636564,0.005988442451563845,0.23751367149435054,0.15009592401135075
IrmanPlay,205792560,42570,17697,2612,252042,232876,3312084,False,False,Russian,0.1475956376787026,816.5010593472516,13.141000309472231,0.9239571182580681,3.6814658210007045,1.8507716863783674,0.3001331392373233,0.13143069167941837,0.017228517509065604,0.929266662200199,0.037720743152171346,1.0,0.40262995896302956
Tomato,205792050,76080,5358,2675,92634,36010,2200922,True,True,English,0.4992534527808884,2221.5606580737094,23.75933242653885,0.3887341580845046,2.109621451104101,1.0111935788201303,1.0,0.3945731765473752,0.034932661058642706,0.38111381175490955,0.021370686224527098,0.2003531980480591,0.3387239222722523
