channel,watch_time_min,stream_time_min,peak_viewers,avg_viewers,followers,followers_gained,views_gained,partnered,mature,language,avg_to_peak_ratio,watch_per_follower,views_per_follower,follower_growth_rate,viewers_per_stream_hr,stickiness,avg_to_peak_ratio_scaled,watch_per_follower_scaled,views_per_follower_scaled,follower_growth_rate_scaled,viewers_per_stream_hr_scaled,stickiness_scaled,engagement_efficiency_score,cluster
c9judite,235689105,364425,8210,644,105341,84754,7982996,True,False,Portuguese,0.0784409257003654,2237.391946155817,75.78242089974464,0.8045680219477697,0.1060300473348425,1.0042584101475267,0.1434740024238219,0.3975380931162968,0.1216717285569781,0.8069933699009391,0.0005296703206937,0.1918281677261634,0.2770058386741489,0
WOKE,235303170,51600,50598,3827,107484,105725,3460437,True,True,English,0.0756354006087197,2189.1925309813555,32.194903427486885,0.9836347735476908,4.45,1.1915701472402331,0.1371185260348303,0.3885112063638157,0.0489974462129321,0.9903860073872776,0.045714904545074,0.4220804245559574,0.3388014191833146,1
Amaz,235255500,84525,12652,2764,915023,-5405,4237993,True,False,English,0.2184634840341448,257.10337335782816,4.631569916821763,-0.0059069553442918,1.962023070097604,1.0069700818098586,0.4606731128743065,0.0266655292236301,0.0030405852108774,0.0,0.0198353930504051,0.1951614800413671,0.1175626834000977,1
ESL_SC2,234726075,278745,40072,1414,305311,36130,5674624,True,False,English,0.0352864843282092,768.8097546436256,18.58637258402088,0.1183383500758243,0.3043642038422214,0.5955316417090006,0.0457143944140511,0.1224989649130363,0.0263076884529227,0.1041857949516865,0.0025927083743944,0.0,0.0502165918510152,1
CooLifeGame,234307740,47010,15459,4415,395859,167356,5764214,True,False,Spanish,0.2855941522737564,591.8969633126947,14.56128065801207,0.4227666921808017,5.634971282705807,1.1289265217419584,0.6127470965447965,0.0893663692865282,0.0195965774730949,0.4159685021566671,0.0580407736329519,0.345075980676184,0.2567992166283705,1
BruceGrannec,234104805,78270,11287,3011,463188,95268,5973378,True,False,French,0.2667670771684238,505.42070390424624,12.896227881551336,0.2056789035985388,2.3081640475277885,0.993354442424538,0.5700973153462533,0.0731709155111505,0.016820403866253,0.1936363173235593,0.0234358924346706,0.1784245059183889,0.1759308917333792,1
CuteDog_,234058290,207090,7016,1104,113658,22074,3489772,True,True,English,0.1573546180159635,2059.3208573087686,30.70414753031023,0.194214221612205,0.3198609300304215,1.0237545060223765,0.3222405762011869,0.3641885691211387,0.0465118810497768,0.1818946721067328,0.0027539026759561,0.2157936711389709,0.1888972120489604,1
大丸 (wtf_winds123),233395950,92775,11975,2410,259338,32952,9883708,True,False,Chinese,0.2012526096033403,899.9681882331166,38.11129876840263,0.127061980889804,1.5586095392077608,1.04386734067497,0.4216845804228953,0.1470625892300478,0.058861962716731,0.1131201708150924,0.0156391543376216,0.2405172984027132,0.1661476259875169,1
theRealShooKon3,233210205,166260,6148,1333,126282,37207,2944974,True,True,English,0.216818477553676,1846.7414595904404,23.32061576471706,0.2946342313235457,0.4810537712017322,1.0522759027902049,0.4569466090987781,0.3243762572462281,0.0342011805706666,0.2847406235344608,0.0044306031050533,0.2508534921392976,0.225924794282414,1
Albralelie,232815960,128580,18730,1668,240030,216977,5392597,True,False,English,0.0890549919914575,969.9452568428948,22.466345873432488,0.903957838603508,0.7783481101259916,1.0855336262954172,0.1675185022948451,0.1601680402261784,0.0327768404183111,0.908784240919272,0.0075230080904131,0.2917354251828548,0.2614176761886458,1
룩삼 (looksam),232224165,75030,32222,3302,285474,14351,7901792,True,False,Korean,0.1024765688039227,813.4687046806364,27.67955050197216,0.0502707777240659,2.640543782487005,0.9373362102766404,0.1979229762340259,0.1308627859886581,0.0414689139077663,0.0344738494936519,0.0268932497228708,0.1095643021966919,0.0901976795906108,1
GTimeTV,232140015,187335,14110,1022,665021,155419,5838039,True,True,German,0.0724309000708717,349.0717060062765,8.77872879202311,0.2337054017843045,0.3273280486828409,1.2124956458748275,0.129859233445557,0.043889549901622,0.0099552206959983,0.2223398782910211,0.0028315743700441,0.4478030159999711,0.1427797454507023,1
WagamamaTV,231985905,178470,7377,1268,312799,20933,3880798,True,False,English,0.1718855903483801,741.6452897867321,12.406682885814853,0.0669215694423575,0.4262901327954278,1.0251257004199206,0.3551582114213342,0.1174115474191234,0.0160041763473787,0.0515268902294091,0.0038609610828174,0.2174792067572258,0.1269068322095481,1
sleepy,231452460,107280,8855,2103,317125,254462,3295029,True,False,English,0.2374929418407679,729.8461489948759,10.390316121403233,0.802402837997635,1.1761744966442953,1.0258970087474908,0.5037813602913209,0.1152017797835796,0.0126422503638843,0.8047758795421177,0.0116611302807933,0.2184273346529527,0.2777482891524414,1
FifaTargrean,231025755,170820,6721,1353,396862,66121,7798628,True,False,Thai,0.2013093289689034,582.1312068174832,19.650729976666952,0.1666095519349295,0.4752370916754478,0.9995945603195854,0.4218130692358126,0.0875374180925044,0.0280823114219267,0.1536231301603778,0.0043700989971366,0.1860951476545635,0.1469201959270536,1
GrandPOObear,231011760,101175,13295,2230,253619,44926,3877237,True,True,English,0.1677322301617149,910.8614102255746,15.28764406452198,0.1771397253360355,1.3224610822831728,1.0238963922786186,0.3457494263493589,0.1491026945080814,0.0208076567533655,0.1644076909789713,0.0131827783833365,0.2159680842922522,0.1515363885442276,1
Pun1shers_TV,230552955,123345,6289,1961,82289,51159,4148542,True,False,Greek,0.311814278899666,2801.746952812648,50.41429595693228,0.6216991335415426,0.9539097652924724,0.9531726008497328,0.6721446746251223,0.5032316729003543,0.0793749798190766,0.6197067437720286,0.0093491704708988,0.1290311264656267,0.3354730613421845,0
gamelifeow,229805670,99600,37939,1659,234471,169229,8373012,True,False,Russian,0.0437280898284087,980.1027419169108,35.71022429212994,0.7217481053093986,0.9993975903614458,1.3907690436247704,0.0648375256244829,0.1620703551634298,0.0548586063767242,0.7221726937396574,0.0098223270655567,0.6669449277762948,0.2801177392910243,1
Sh4dowehhh,229762950,112875,11788,2012,84234,70619,6477747,True,False,Russian,0.170682049541907,2727.6746919296247,76.90180924567277,0.8383669302182016,1.069501661129568,1.011705844666222,0.3524317787825725,0.4893592657752663,0.1235381056626803,0.8416087905554793,0.0105515376476411,0.2009828989359487,0.3364120628932647,0
LuluLuvely,229749045,107070,10110,2178,431852,360592,6019198,True,False,English,0.2154302670623145,532.0087553143206,13.938103794818597,0.8349897650120874,1.2205099467637994,0.985208242798859,0.4538018362977539,0.0781503810955182,0.0185575430446069,0.8381500399563723,0.0121223000678596,0.1684108202972351,0.261532153459891,1
Swifty,229431480,122160,19884,1572,615027,71011,8647522,True,False,English,0.0790585395292697,373.0429395782624,14.06039409651934,0.1154599716760402,0.7721021611001965,1.194734599099167,0.1448731095352873,0.048378932396998,0.0187614399497104,0.1012378808263468,0.0074580387944099,0.4259703152454451,0.1244466194580329,1
Mibrtv,228640020,82620,151094,3310,250709,242229,6671227,True,False,Portuguese,0.0219068923981097,911.973722522925,26.60944361789964,0.9661759250764832,2.403776325344953,0.8360631172016754,0.0154050306306714,0.1493110106692886,0.0396847047042738,0.9725053889028212,0.0244304350339453,0.0,0.2002227616568334,1
PsheroTV,228376905,184215,10739,1166,202779,59927,5384623,True,True,English,0.1085762175249092,1126.2354829642122,26.554145153097707,0.2955286296904512,0.3797736340688869,1.0632334765817535,0.2117407722476171,0.1894383989351011,0.0395925045406199,0.2856566287336657,0.0033771044002989,0.2643230490076659,0.1656880763108281,1
bytarifaaa,228077640,15390,121009,13435,638657,629175,3651549,True,False,Spanish,0.1110247998082787,357.12070798566367,5.717543219599879,0.9851532199600098,52.37816764132553,1.1030785001207897,0.2172876507748483,0.0453969837382243,0.0048512487907526,0.991941136354262,0.5442555262383634,0.3133023961414688,0.3528391570063199,1
Alderiate,227675805,69030,11480,3337,319860,80730,5471250,True,False,French,0.2906794425087108,711.7983023822923,17.10513974864003,0.2523916713562183,2.900478053020426,0.9883773872208628,0.6242670227488655,0.1118217415215332,0.0238380012686445,0.2414775698555085,0.0295970416516778,0.1723064793024408,0.200551309391445,1
Solaaaa,227479455,96375,16718,2227,309594,107558,5135340,True,False,German,0.1332097140806316,734.7670012984747,16.58733696389465,0.3474162935974211,1.3864591439688716,1.0598821327919292,0.2675440891398441,0.1161233672408027,0.0229746590101396,0.338797792304693,0.0138484753008302,0.2602034221065623,0.1699153008504786,1
Strippin,227458650,121575,9127,1816,293665,19904,3115313,True,False,English,0.1989700887476717,774.5514446733523,10.608390512999506,0.0677779102038036,0.8962368908081432,1.0302493158353874,0.4165138879743481,0.1235742805673568,0.0130058498718618,0.0524039184293708,0.0087492670713901,0.2237773919689473,0.1396707659805458,1
Mendo,226473345,99480,25321,1959,518090,176007,5487693,True,True,English,0.0773666126930216,437.1312802794881,10.592161593545525,0.3397228280800633,1.1815440289505428,1.1621090466751764,0.1410403150642285,0.0603815301789501,0.0129787910912077,0.3309184684211012,0.0117169832396252,0.3858654761545315,0.1571502606916074,1
Pikabooirl,225939795,103740,21309,2146,237214,78399,5574448,True,False,English,0.1007086207705664,952.4724299577596,23.49965853617409,0.3304990430581669,1.24117987275882,1.014884849050003,0.1939179676827143,0.1568956928550138,0.0344997019290534,0.3214718556487204,0.0123373051110949,0.204890678262533,0.1540022002481883,1
Skadoodle,225401640,89955,30357,2318,611890,219104,5373229,True,True,English,0.0763580063906183,368.3695435454085,8.781364297504453,0.3580774322182091,1.5461063865265967,1.0809816757674209,0.1387554759231349,0.0475036890649914,0.0099596149235335,0.3497164821943835,0.0155090986768786,0.2861399569099294,0.1412640529488086,1
MasterSnakou,225243465,124275,12948,1786,448316,73137,6565757,True,False,French,0.1379363608279271,502.4212051320943,14.645377367749534,0.1631371621802478,0.8622812311406156,1.0148152228051477,0.2782515648601624,0.0726091631406618,0.0197367934886447,0.1500668545826849,0.0083960660934737,0.2048050904597534,0.1223109221042301,1
루시아 (lucia94),224762820,141705,8886,1603,82578,37026,5801449,True,False,Korean,0.1803961287418411,2721.8244568771343,70.25417181331589,0.448376080796338,0.6787339896263364,0.9894771638944948,0.3744374992731208,0.4882636215832552,0.1124543755560634,0.4421965611383205,0.0064868390064003,0.1736583756920791,0.2662495453748733,0
Otzdarva,222546390,91905,14940,2387,262104,146762,3176930,True,False,English,0.159772423025435,849.0766642248878,12.12087568293502,0.5599380398620395,1.5583482944344704,1.0144461434204874,0.3277177336490528,0.1375315187342618,0.0155276446575143,0.5564536285916564,0.0156364369140667,0.2043514009975425,0.2095363939240158,1
꽃핀 (cherrypach),222377040,94125,10985,2369,240835,90457,6606649,True,False,Korean,0.2156577150659991,923.3584819482218,27.432262752506904,0.3755974007100296,1.5101195219123509,0.9972863968356208,0.4543170840214136,0.1514431721003851,0.0410566064223423,0.3676596972339415,0.0151347694516964,0.1832578462683085,0.2021448625830146,1
Opat04,222161730,116775,9497,1814,178477,109720,6632006,True,False,Czech,0.1910076866378856,1244.763919160452,37.158883217445386,0.614757083545779,0.932048811817598,1.0487744290995815,0.3984763167691952,0.211636651063667,0.0572739824720846,0.6125969880696993,0.0091217765630463,0.2465493186154721,0.255942505592194,1
icebergdoto,221837100,52380,16441,3746,171113,84551,6944929,True,False,Russian,0.2278450215923605,1296.4362731060762,40.5867993665005,0.4941237661662176,4.290950744558992,1.1305789940732505,0.4819255125128722,0.2213139570146406,0.06298941112036,0.4890494168690273,0.0440605013289776,0.3471072761493581,0.2744076791658726,1
P4wnyhof,221823735,181830,7196,1205,489174,6719,6891131,True,False,German,0.1674541411895497,453.4659139692625,14.08727978183632,0.0137353988560307,0.3976241544299621,1.012407672754383,0.3451194594665469,0.0634407143604831,0.0188062669552168,0.0,0.0035627824672126,0.2018456185055485,0.1054624736258347,1
Mazarin1k,220905615,202410,9605,780,205378,68292,9980766,True,False,Czech,0.0812077043206663,1075.6050550691896,48.59705518604719,0.3325185755046791,0.2312138728323699,1.399201259439143,0.1497417047684743,0.1799562270626053,0.0763450603253942,0.3235401758619703,0.0018318111130671,0.6773101977346543,0.2347875294776943,1
김뚜띠_ (kimdduddi),219998175,90750,7244,2318,149158,67954,3549865,True,False,Korean,0.3199889563776918,1474.9337950361362,23.799360409766823,0.4555840115850306,1.5325619834710744,1.045824984490762,0.6906631223317291,0.2547433442847766,0.0349994004630289,0.4495786207688583,0.0153682121074128,0.242923724789288,0.2813794041241823,1
옥냥이 (rooftopcat99),218888325,92805,8794,2256,214028,59213,5969221,True,False,Korean,0.2565385490106891,1022.7088278169211,27.88990692806549,0.2766600631693049,1.4585421044124778,1.045471329727053,0.5469261915540631,0.1700497115725019,0.0418196451076453,0.2663322362991019,0.0145982699556558,0.2424889959850683,0.2137025084123394,1
KingGothalion,218707740,34875,41994,5792,1015521,44907,3349456,True,False,English,0.137924465399819,215.365058920495,3.2982636498900564,0.0442206512716132,9.9647311827957,1.0827330244163251,0.2782246176363778,0.0188486908594817,0.0008175387582834,0.0282775643802649,0.1030781973151436,0.2882927957291353,0.1195899007797811,1
ItsSlikeR,218576850,95655,12762,2317,283503,154360,5243404,True,True,English,0.1815546152640652,770.9860213119438,18.495056489702048,0.5444739561838852,1.4533479692645443,0.9862123869979708,0.3770618685082722,0.1229065406623893,0.0261554354225613,0.5406159643312219,0.0145442414481362,0.1696451608229097,0.2084882018659151,1
Alinity,218509065,90150,17341,2441,1203324,255987,13908506,True,False,English,0.1407646617842108,181.58788904733888,11.558404885134845,0.2127332289557924,1.6246256239600665,0.9929695898069651,0.2846586363927429,0.0125228322124281,0.0145898265861908,0.2008610607301073,0.0163258423867135,0.1779514272682288,0.1178182709294019,1
TidesofTime,218415420,88485,12457,2104,251700,27110,2240586,True,False,English,0.1689010195071044,867.760905840286,8.90181168057211,0.1077075883988875,1.4266824885573826,1.1731887920682569,0.3483971350119716,0.1410307423764515,0.0101604390959639,0.0932982158505812,0.0142668716678228,0.3994852120101314,0.1677731026688204,1
GernaderJake,218318010,146295,21162,1347,295771,70693,8847646,True,False,English,0.0636518287496455,738.1318993410442,29.913838746868358,0.239012614488912,0.5524454014149492,1.107879394617962,0.1099716264284347,0.1167535523468663,0.0451941844476845,0.2277753023823318,0.0051732066607859,0.3192038778635063,0.1373452916882682,1
スタンミ (sutanmi),217833015,80190,7854,2683,53124,16505,3473483,True,False,Japanese,0.3416093710211357,4100.463349898351,65.38444017769746,0.3106882011896694,2.007482229704452,1.0124715215823843,0.7396407754619003,0.7464579817186073,0.1043349810057334,0.301182424424738,0.0203082514718172,0.201924104440127,0.3523080864204873,0
DarioMocciaTwitch,217475940,103995,8160,1749,114376,96707,4356099,True,False,Italian,0.2143382352941176,1901.4123592362037,38.08577848499685,0.8455182905504651,1.0090869753353526,1.1956634344720856,0.4513280098688008,0.3346151370743809,0.0588194122713446,0.8489329131032497,0.0099231143947296,0.427112082676346,0.3551217782314753,1
bebe872,217343400,212205,4965,1087,70232,51251,2383295,True,False,English,0.218932527693857,3094.649162774804,33.934602460416905,0.7297385807039526,0.3073443132819679,0.9422394857934387,0.461735657605624,0.5580870081634409,0.0518980789180017,0.7303562026506305,0.0026237069642826,0.1155916354066891,0.3200487149514448,0
Lasqa,216969405,72210,10010,2863,135446,25351,5298356,True,True,Russian,0.286013986013986,1601.8886124359524,39.11784770314369,0.1871668413980479,2.378894889904445,1.0494936253136409,0.6136981639336704,0.2785197066161863,0.0605402005636795,0.1746770416237109,0.0241716225880792,0.247433387889298,0.233173353869104,1
六希夫 (qttsix),216951540,154035,9671,1412,118305,23620,8174656,True,False,Chinese,0.1460035156653913,1833.83238240142,69.0981446261781,0.199653438147162,0.550004869023274,0.9974901771248595,0.2965264369147796,0.321958618413007,0.1105269098257906,0.1874652889705142,0.0051478206592823,0.183508342431672,0.1841889028691743,1
Flight23white,216792240,31455,74388,7522,828896,704583,2016920,True,False,English,0.1011184599666612,261.54335405165426,2.4332606261822955,0.8500258174728796,14.348116356700048,0.916264191244706,0.1948463940018445,0.0274970580453243,0.0,0.8535493326420885,0.1486734219453291,0.0836616010986722,0.2180379679555431,1
Heelmike,216316170,101400,18963,2115,308927,208795,3406743,True,True,English,0.1115329852871381,700.217753708805,11.027663493317192,0.6758716460523037,1.2514792899408285,1.0086503839858996,0.218438865148848,0.1096529122726972,0.0137049115463476,0.6751879532084236,0.012444437891205,0.1972269852477919,0.2044426775525522,1
OGADotaPIT,216072855,18705,60846,10161,157820,48664,8333671,True,False,English,0.1669953653485849,1369.1094601444684,52.80491065771132,0.3083512862755037,32.593424218123495,1.1368575398789986,0.3440801748656806,0.234924342679341,0.0833608963799548,0.2987890544335989,0.338458001074045,0.3548251552519755,0.2757396041140993,1
SoloRenektonOnly,215806260,122985,5118,1735,391603,74554,4581141,True,False,English,0.3389996092223525,551.0842868925928,11.698431830195377,0.1903815854321851,0.8464446883766313,1.0113754647101478,0.7337287700613964,0.0817228863360315,0.0148232961281894,0.1779694472880585,0.0082313370778745,0.2005767806025324,0.2028420862490138,1
OfficialAndyPyro,215726910,209625,9676,1027,255595,29422,10284627,True,True,Finnish,0.1061389003720545,844.018505839316,40.23798196365344,0.1151117979616189,0.293953488372093,1.002053256179748,0.2062194131039833,0.1365842163083423,0.0624078213467015,0.1008812959482462,0.0024844178884825,0.189117490404929,0.1162824425001141,1
k3soju,215233395,125865,7504,1647,76666,70939,2609837,True,False,English,0.2194829424307036,2807.4165210132264,34.04164818824511,0.925299350429134,0.7851269217018234,1.0382718437230394,0.4629825357300074,0.5042934814284629,0.0520765582602322,0.9306413199508504,0.0075935201317381,0.2336390545656568,0.3652044116778246,0
SkyrrozTV,215122605,85890,17061,2185,597890,216436,6233611,True,False,French,0.1280698669480101,359.8029821539079,10.426016491327836,0.3619996989412768,1.5263709395738736,1.1462834027771671,0.2559005728541849,0.0458993256249091,0.0127017742577454,0.3537335028464105,0.0153038139251886,0.3664118621960115,0.1749918086174083,1
LeBouseuh,214699305,61455,24497,3678,988237,351530,4545514,True,False,French,0.1501408335714577,217.2548740838483,4.599619322085694,0.3557142669218011,3.590920185501586,0.949864574179465,0.3058988807200611,0.0192026193750241,0.0029873133872553,0.3472962276655431,0.0367789029017541,0.124964746972785,0.1395214485037371,1
BikeMan,214504440,136845,7223,1486,264192,11101,3531376,True,True,English,0.2057316904333379,811.9263263081396,13.366703003875967,0.0420186833817829,0.6515400635755783,1.05484474260772,0.4318312344464872,0.1305739261581475,0.017604835828854,0.0260224014571196,0.0062039724277928,0.2540112289399782,0.1443745998763966,1
Rubini,214130175,161985,5521,1284,102528,43426,7976244,True,True,Portuguese,0.2325665640282557,2088.5043597846443,77.79576310861424,0.4235525905118601,0.4755995925548661,1.029527728279906,0.4926214252175244,0.3696541161809308,0.1250286116425015,0.4167733861814298,0.0043738696694298,0.2228903831475639,0.27189029867323,1
JLWaliid,213819030,94875,19603,2239,272391,246417,4345817,True,False,French,0.1142172116512778,784.970979217375,15.954334027188857,0.9046444265779706,1.4159683794466402,1.0065618650336208,0.2245195583248951,0.1255256726745435,0.0219192413856776,0.9094874154526688,0.01415542533303,0.1946596810859818,0.2483778323761327,1
qSnake,212541900,152955,5441,1389,200878,37641,6296155,True,False,Russian,0.2552839551553023,1058.0645964217088,31.34317844661934,0.1873823913021834,0.5448661370991468,1.0004114057459692,0.5440841062526597,0.1766712134742811,0.0475773492372684,0.1748977987719595,0.0050943684466431,0.1870992518598055,0.1892373480071029,1
Criken,212449905,113040,11050,1828,285509,32753,3593487,True,True,English,0.1654298642533936,744.1093100392632,12.586247718986092,0.1147179248289896,0.970276008492569,1.028130400772136,0.3405337780513886,0.1178730142583975,0.0163035681490168,0.1004779076476124,0.0095194093400503,0.2211727235006667,0.1343134001578554,1
Loserfruit,212318190,99525,42374,1816,1869993,790345,10477877,True,False,English,0.0428564685892292,113.53956405184404,5.603163755158442,0.4226459671239411,1.094800301431801,1.1747330104339224,0.0628630046258133,0.0,0.004660541772431,0.4158448606297474,0.0108146897872901,0.401383436698297,0.1492610889189298,1
Broxah,212141310,46605,13137,4269,317896,209200,5351294,True,False,English,0.3249600365380223,667.3292837909254,16.833473840501295,0.6580768553237537,5.495976826520759,1.0662684997183685,0.7019243235524362,0.103493491202203,0.0233850476237416,0.6569632767898915,0.0565949770167119,0.2680538399211599,0.3017358260176907,1
JonVlogs,212114490,81180,21617,2239,480299,261559,3260166,True,False,Portuguese,0.1035758893463477,441.6300887572117,6.787784276044714,0.5445753582664132,1.654841093865484,1.1669901665925588,0.2004133142360351,0.0612240763904035,0.0066356817023486,0.5407198160803338,0.0166401385489229,0.3918655746762697,0.2029164336057189,1
ImSoFresh,211617645,180060,5788,1119,111954,36095,3673955,True,False,French,0.1933310297166551,1890.219599121068,32.81664790896261,0.322409203780124,0.3728757080973009,1.0502786679090288,0.4037394855516155,0.3325189336735448,0.0500340924046171,0.313186582426388,0.0033053533513541,0.2483983985827076,0.2251971409983712,1
BeBePtv,211307910,110010,14353,1865,57205,24674,63847323,True,False,Russian,0.1299379920574096,3693.871339917839,1116.1143781138012,0.4313259330478105,1.0171802563403327,1.0299229926209488,0.2601325168349483,0.6703105841771038,1.0,0.4247345167487489,0.0100072993227651,0.2233762603701129,0.4314268629089465,0
TrilluXe,210899220,79170,27943,2095,412495,95629,7212835,True,False,German,0.0749740543248756,511.27703366101406,17.485872556030984,0.2318306888568346,1.5877226222053809,1.2715408038591316,0.135620349916415,0.0742677011320585,0.0244728041926601,0.2204198761397194,0.0159419836593194,0.5203840570589676,0.1651844620165233,1
landonorris,209499930,30120,97550,6524,584831,457635,12694726,True,False,English,0.0668785238339313,358.22302511323784,21.70665713684808,0.7825081091802589,12.99601593625498,1.066141778685381,0.1172811972762306,0.0456034279832408,0.0315101971925007,0.7844005348324208,0.1346091040843803,0.2678980685622155,0.2302170883218315,1
LotharHS,208564530,152235,14561,898,251812,136198,6742783,True,False,Polish,0.0616715884898015,828.2549282798278,26.77705192762855,0.5408717614728448,0.353926495221204,1.5256313446353125,0.1054857031859564,0.1336319807069683,0.0399641611709606,0.5369267479753402,0.0031082468723719,0.8327239101876722,0.2753067916832116,1
ElcanaldeJoaco,208060515,20445,48072,8673,810622,758797,4893535,True,True,Spanish,0.180416874687968,256.6677378605565,6.036765594814846,0.9360676122779792,25.45267791636097,1.1733652113866675,0.3744844959551929,0.0265839425013639,0.0053834942218368,0.9416697209463374,0.2641811764878027,0.3997020748017693,0.3353341508190505,1
CzechCloud,207938580,145050,8212,978,180668,111145,9000160,True,False,Czech,0.119094008767657,1150.943055770806,49.81601611796223,0.6151891867956694,0.4045501551189245,1.465812719540332,0.23556717611999,0.194065684574284,0.0783774566642942,0.6130395300489098,0.0036348255445772,0.7591920875568364,0.3139794600848153,1
chess24,207560115,82035,32856,1603,66198,49745,20337169,True,False,English,0.0487886535183832,3135.4438955859696,307.2172724251488,0.7514577479682165,1.1724264033644176,1.5783786502885258,0.0763014377250711,0.5657271305975246,0.5075473810236424,0.7526000605025873,0.0116221432540432,0.8975633396695112,0.4685602487953966,0
TheNo1Alex,206694345,176910,8554,1105,140855,30883,7225371,True,False,English,0.1291793313069908,1467.4263959390862,51.29651769550247,0.2192538426040964,0.3747668305918263,1.0573382278127463,0.258413890079159,0.2533373429627801,0.0808459246087107,0.2075391990461676,0.0033250244848548,0.2570763363632514,0.1767562862574873,1
Crystal_LoL,206487075,139725,7471,1466,167132,98846,5571500,True,False,Turkish,0.1962254048989425,1235.4730093578728,33.33592609434459,0.591424742120001,0.6295222758990875,1.0080562896763936,0.4102962378639324,0.2098966301461552,0.0508998946261723,0.5887009850731997,0.0059749471573361,0.196496697025299,0.2437108986486824,1
WeAreTheVR,206446935,75975,20851,2688,410814,85526,9512134,True,True,Hungarian,0.1289146803510623,502.531401072018,23.154356959597287,0.2081866732876679,2.1228035538005923,1.0109006281436563,0.2578143649112192,0.0726298008655527,0.033923974158231,0.1962046695910156,0.0215078042074784,0.1999930895175159,0.1303456172085021,1
AdzTV,206255820,137250,11247,1443,489577,167548,4236933,True,False,French,0.1283008802347292,421.2939333342865,8.654272974424861,0.3422301292748638,0.6308196721311475,1.0414238702763292,0.2564238971665067,0.057415478893543,0.0097477131857747,0.3334863408763656,0.0059884424515638,0.2375136714943505,0.1500959240113507,1
IrmanPlay,205792560,42570,17697,2612,252042,232876,3312084,False,False,Russian,0.1475956376787026,816.5010593472516,13.141000309472233,0.923957118258068,3.681465821000705,1.8507716863783676,0.3001331392373233,0.1314306916794183,0.0172285175090656,0.929266662200199,0.0377207431521713,1.0,0.4026299589630295,1
Tomato,205792050,76080,5358,2675,92634,36010,2200922,True,True,English,0.4992534527808884,2221.5606580737094,23.75933242653885,0.3887341580845046,2.109621451104101,1.0111935788201305,1.0,0.3945731765473752,0.0349326610586427,0.3811138117549095,0.021370686224527,0.2003531980480591,0.3387239222722523,1
쫀득이_ (pjs9073),205748130,79215,15654,2597,193757,115990,5979215,True,False,Korean,0.1659000894340104,1061.8874672915042,30.859349597691956,0.5986364363610089,1.9670516947547811,1.0001301517773884,0.3415989993327161,0.1773871686842374,0.0467706523567791,0.596086899073351,0.0198876999460413,0.1867535214639787,0.2280808234761839,1
runitup247,205746015,486000,1182,422,91608,30397,2424188,True,False,English,0.3570219966159052,2245.9393830233166,26.46262335167234,0.3318159986027421,0.0520987654320987,1.0031888859633726,0.7745556576533354,0.3991388748757356,0.039439908530956,0.3228206261413661,0.0,0.1905134590968071,0.2877447543830334,1
NeZaK_,205442370,134205,7262,1407,255840,207722,3017013,True,False,Italian,0.1937482787110988,803.0111397748593,11.792577392120076,0.8119215134459037,0.6290376662568459,1.0879958094850437,0.4046846976049363,0.1289042714762001,0.0149802667827606,0.8145245066894659,0.0059699063305278,0.294762054720006,0.2773042839339828,1
피닉스박1 (xkwhd),205225605,179595,9938,1139,142209,50675,4794915,True,False,Korean,0.1146105856309116,1443.126700841719,33.717380756492204,0.3563417223945038,0.3805228430635596,1.0032601888049693,0.2254106852825726,0.2487864455095684,0.051535901112112,0.3479388411770747,0.0033848975444219,0.1906011078499008,0.1779429797459417,1
skill4ltu,205017270,135510,4049,1503,127741,46398,4548052,True,True,English,0.3712027661150901,1604.9449276269952,35.60369810789018,0.3632193266061796,0.6654859419969006,1.0066074035973511,0.8066799633664362,0.2790920996838111,0.0546809932792266,0.3549825942171948,0.0063490350755088,0.1947156591962403,0.2827500574697363,1
ilMasseo,204889125,92370,8980,2184,617665,436741,4364008,True,False,Italian,0.243207126948775,331.71561445119926,7.0653315308460085,0.707083937085637,1.418642416368951,1.0156295542175695,0.5167259490402897,0.0406390649659379,0.007098441426439,0.7071542692523045,0.0141832402088178,0.2058061043226742,0.2486011782027438,1
Worrun_,204440715,94455,41881,1728,146163,103762,3425022,True,True,English,0.0412597597956113,1398.717288233,23.432893413517785,0.7099060637781107,1.0976655550262029,1.252560467506573,0.0592459116729996,0.2404693583226784,0.0343883831924966,0.7100445727443213,0.0108444936662732,0.4970525491225363,0.2586742114535509,1
brax,204330900,26010,28736,5295,574927,282648,4449212,True,False,English,0.1842636414253897,355.4032077115877,7.738742483828382,0.4916241540230325,12.21453287197232,1.4836372587139617,0.3831987417291634,0.0450753267136458,0.0082212320914903,0.4864894192171136,0.1264802505962631,0.7811028361056477,0.3050946344088873,1
rewinside,204116820,48420,24167,4455,1259972,372220,5349508,True,False,German,0.1843422849340009,162.00107621439207,4.245735619521704,0.2954192632852158,5.520446096654275,0.9462508883409336,0.3833768962442002,0.0088545731548216,0.0023972764774115,0.2855446202601255,0.0568495021893835,0.1205226370830888,0.1429242509015052,1
금사향 (sah_yang),204029970,125325,7143,1559,206794,108366,7584329,True,False,Korean,0.2182556348873022,986.6338965347156,36.67576912289525,0.5240287435805681,0.7463794135248354,1.0442635932975803,0.4602022632821345,0.1632935233882821,0.0564684773149241,0.5196768372750248,0.0071904751632724,0.2410043904667072,0.2413059944817241,1
